250365
11/1/1994	0.53
12/1/1994	0.59
1/1/1995	0.35
2/1/1995	0.17
3/1/1995	1.23
4/1/1995	2.85
5/1/1995	5.15
6/1/1995	3.15
7/1/1995	3.25
8/1/1995	1.7
9/1/1995	1.65
10/1/1995	2.22
11/1/1995	0.1
12/1/1995	0
1/1/1996	0.06
2/1/1996	0
3/1/1996	0.24
4/1/1996	0.85
5/1/1996	4
6/1/1996	1.75
7/1/1996	1.04
8/1/1996	3.75
9/1/1996	3.66
10/1/1996	1.15
11/1/1996	0.43
12/1/1996	0.1
1/1/1997	0
2/1/1997	0.37
3/1/1997	0.09
4/1/1997	0.85
5/1/1997	1.73
6/1/1997	2.53
7/1/1997	1.39
8/1/1997	2.2
9/1/1997	2.88
10/1/1997	2.15
11/1/1997	0.01
12/1/1997	0.5
1/1/1998	0.3
2/1/1998	0.2
3/1/1998	1.07
4/1/1998	0.86
5/1/1998	5
6/1/1998	3.39
7/1/1998	3.91
8/1/1998	1.55
9/1/1998	0.66
10/1/1998	2.4
11/1/1998	2.13
12/1/1998	0.03
1/1/1999	0.06
2/1/1999	0.25
3/1/1999	0.6
4/1/1999	4.88
5/1/1999	1.9
6/1/1999	3
7/1/1999	2.28
8/1/1999	3.08
9/1/1999	1.85
10/1/1999	0
11/1/1999	0.25
12/1/1999	0
1/1/2000	0.34
2/1/2000	0.37
3/1/2000	1.75
4/1/2000	0.5
5/1/2000	3.1
6/1/2000	1.51
7/1/2000	1.33
8/1/2000	0.54
9/1/2000	1.79
10/1/2000	3.7
11/1/2000	0.32
12/1/2000	0.04
1/1/2001	0.37
2/1/2001	0.27
3/1/2001	0.23
4/1/2001	3.45
5/1/2001	2.44
6/1/2001	1.27
7/1/2001	5.38
8/1/2001	2.07
9/1/2001	4.97
10/1/2001	0.52
11/1/2001	0.93
12/1/2001	0
1/1/2002	0.14
2/1/2002	0
3/1/2002	0.46
4/1/2002	1.62
5/1/2002	0.72
6/1/2002	0.94
7/1/2002	2.01
8/1/2002	3.56
9/1/2002	1.22
10/1/2002	1.23
11/1/2002	0.05
12/1/2002	0.13
1/1/2003	0.3
2/1/2003	0.59
3/1/2003	0.9
4/1/2003	2.03
5/1/2003	3.47
6/1/2003	2.77
7/1/2003	3.17
8/1/2003	0.69
9/1/2003	0.69
10/1/2003	0.59
11/1/2003	0.27
12/1/2003	0.1
1/1/2004	0.16
2/1/2004	0.42
3/1/2004	1.23
4/1/2004	2.99
5/1/2004	1.74
6/1/2004	3.35
7/1/2004	4.81
8/1/2004	1.18
9/1/2004	3.36
10/1/2004	1.64
11/1/2004	0.65
12/1/2004	0.02
1/1/2005	0.47
2/1/2005	0.22
3/1/2005	0.85
4/1/2005	2.77
5/1/2005	1.48
6/1/2005	7.18
7/1/2005	1.5
8/1/2005	3.39
9/1/2005	0.1
10/1/2005	1.36
11/1/2005	0.33
12/1/2005	0.44
1/1/2006	0.5
2/1/2006	0.32
3/1/2006	1.18
4/1/2006	1.72
5/1/2006	0.78
6/1/2006	3.4
7/1/2006	1.49
8/1/2006	3.04
9/1/2006	2.91
10/1/2006	0.81
11/1/2006	0
12/1/2006	1.2
1/1/2007	0.48
2/1/2007	0.41
3/1/2007	2.46
4/1/2007	3.96
5/1/2007	4.15
6/1/2007	4.17
7/1/2007	3.35
8/1/2007	4.63
9/1/2007	1
10/1/2007	1.68
11/1/2007	0.03
12/1/2007	0.85
1/1/2008	0.01
2/1/2008	0
3/1/2008	0.25
4/1/2008	3.17
5/1/2008	4.65
6/1/2008	2.42
7/1/2008	2.39
8/1/2008	1.38
9/1/2008	2.74
10/1/2008	1.96
11/1/2008	0.5
12/1/2008	0.13
1/1/2009	0.8
2/1/2009	1
3/1/2009	0.83
4/1/2009	3.97
5/1/2009	3.12
6/1/2009	6.78
7/1/2009	4.26
8/1/2009	3.46
9/1/2009	2.25
10/1/2009	1.5
11/1/2009	0.09
12/1/2009	0.5
